#heatmap
!legendTitle	Propionate pathway-1
!showLegends	1
#!defaultStrokeColor	pink
#!defaultStrokeWidth	2
!colorgradient	white,#9970ab
!colorgradientMarkLabel	0,1
# -- heatmap column labels --
!showHeatMapColumnLabel	1
!heatmapColumnLabels	pathway1
# -- heatmap --
!heatmap	margin=0,colwidth=20,roundedcorner=0
# -- show data value
!showdataValue	show=0,fontsize=12,fontitalic=0,textalign=start
AF19-13AC	1
AF19-13LB	0
AF19-16AC	0
AF19-21	1
AF19-22AC	1
AF19-29	0
AF19-2LB	1
AF19-34	0
AF19-3AC	0
AF19-4	0
AF19-4AC	0
AF19-4LB	1
AF19-8AC	1
AF19-9LB	1
AF20-12LB	0
AF20-17LB	0
AF20-18LB	0
AF20-7	0
AF21-14LB	1
AF21-20LB	0
AF21-21	1
AF21-24	1
AF21-25	0
AF21-3	0
AF21-31	0
AF21-42	0
AF22-10	0
AF22-12AC	0
AF22-21	1
AF22-2LB	0
AF22-4AC	0
AF22-5LB	0
AF22-6AC	0
AF22-8AC	0
AF22-9	0
AF23-6LB	0
AF23-8	0
AF24-10LB	1
AF24-13	1
AF24-16	1
AF24-17	0
AF24-23LB	0
AF24-2LB	0
AF24-32LB	0
AF24-4	0
AF24-4LB	0
AF24-7LB	0
AF24-9LB	0
AF25-11	0
AF25-12LB	0
AF25-13	1
AF25-13AC	1
AF25-13LB	0
AF25-15	0
AF25-15LB	0
AF25-17	1
AF25-18LB	0
AF25-21	1
AF25-23LB	0
AF25-24	1
AF25-25LB	0
AF25-28AC	0
AF25-3LB	1
AF26-2	0
AF26-4BH	0
AF27-11AA	1
AF27-12AA	1
AF27-2AA	0
AF27-3	1
AF27-4BH	0
AF27-5AA	0
AF27-8	0
AF27-9	1
AF28-12	0
AF28-15	0
AF29-16BH	0
AF29-2BH	1
AF29-4	1
AF29-8BH	0
AF31-1	1
AF31-13BH	0
AF31-14BH	1
AF31-16BH	0
AF31-17AC	0
AF31-21AC	0
AF31-3BH	0
AF31-8BH	0
AF32-12BH	1
AF32-2AC	1
AF32-4BH	0
AF32-7AC	0
AF33-11	0
AF33-11BH	0
AF33-12	0
AF33-28	0
AF34-10	0
AF34-10BH	0
AF34-13	0
AF34-16	0
AF34-2BH	0
AF34-35BH	0
AF34-4BH	0
AF35-14AC	1
AF35-15	0
AF35-21	0
AF36-10	0
AF36-10AT	0
AF36-15AT	1
AF36-18BH	0
AF36-19BH	0
AF36-1BH	0
AF36-2BH	0
AF36-4	0
AF36-5BH	0
AF36-6	0
AF36-7BH	0
AF37-1	0
AF37-2AT	0
AF37-4	0
AF37-5	0
AF37-5AT	0
AF37-6AC	1
AF37-6AT	0
AF37-7	0
AF38-1	1
AF38-24	0
AF39-14AC	0
AF39-4	1
AF41-18	0
AF41-9	0
AF42-21	0
AF42-3BH	0
AF42-6	0
AF42-8	0
AF42-9BH	0
AF43-10	0
AF45-13BH	0
AF45-14BH	0
AF45-17	1
AF45-4BH	1
AF46-10NS	0
AF46-12NS	0
AF46-9NS	0
AF50-3	0
AF50-8-r	0
AF51-11b1	0
AF51-26b1	0
AF51-3-b8A	0
AF51-6-b8A	0
AF51-7-b10A	0
AF52-12b2	0
AF53-12MH-2A	0
AF54-6pH10A	0
AF55-24LNA	0
AF55-34	0
AF55-34A	0
AF57-4ACA	0
AF58-1A	0
AF58-20A	0
AF58-2A	1
AF58-5ACA	0
AF58-8b12A	0
AF58-9ACA	0
AF60-20pH9A	1
AF61-21pH10TA	0
AF63-7pH9-A	0
AF64-2-b12A	0
AF66-15pH9A	0
AF66-18pH10TA	0
AF67-03PH9	0
AF67-21pH9TA	0
AF73-11pH9TA	0
AF75-07pH9A	0
AF75-08pH9A	0
AF76-10pH9T	1
AF81-08TA	0
AF84-09pH9TA	1
AF87-14TA	1
AF88-01pH10A	0
AF90S-01pH9BA	0
AF90S-19M2BA	0
AF91-09b3A	0
AF92-12TA	0
AF94-01pH10A	0
AF94-35M2BA	0
AF94-39M2A	0
AF94-39M2BA	0
AF96-08pH9A	0
AF96-09pH9TA	0
AF96-14M2BTA	0
AF96-34DTA	0
AF97-08DTA	0
AF97-11M2TA	0
AF98-09	1
AF98-17	0
AF98-24	0
AF98-36	1
AF98-49	1
AF98-51	0
AF99-08	0
AF99-11	0
AF99-31	0
AF99-32	1
AF99-42	1
AF99-45	0
AFF13-24A	1
AM05-22	0
AM07-19	1
AM07-21	0
AM07-30	0
AM07-34	0
AM08-21	0
AM09-18-1	0
AM09-20-2	1
AM09-31	1
AM09-9	1
AM100_B1_18_1A	1
AM100_B1_2A	0
AM100_B1_30A	1
AM100_B1_31A	1
AM100_B1_35	0
AM100_B1_35A	0
AM100_B11A	0
AM100_B13A	0
AM100_B18A	0
AM100_B19A	0
AM100_B21A	1
AM100_B23A	0
AM100_B24A	0
AM100_B2A	0
AM100_B33A	1
AM100_B38A	1
AM100_B9A	0
AM100_BB15A	0
AM100_BB17A	0
AM100_PB1_1D_10	0
AM100-PB1-1D-10A	0
AM100-PB1-1D-29A	0
AM100-PB-1D-18A	0
AM100-PB-1D-34A	0
AM10-1A	0
AM10-31	0
AM10-38	0
AM10-3A	0
AM10-47	1
AM10C-15pH9TA	0
AM11-12B	1
AM11-30B	0
AM12-48	0
AM12-54	0
AM13-35	0
AM13-39	0
AM14-16	1
AM14-19	0
AM14-42	0
AM16-11	0
AM16-16B	0
AM16-23	0
AM16-25	0
AM16-34	1
AM17-51	0
AM18-15	0
AM18-2AC	1
AM18-3AC	1
AM18-44	0
AM18-55	0
AM18-55-r	0
AM21-13LB	0
AM21-15LB	0
AM21-16	1
AM21-18	0
AM21-21	1
AM21-41	0
AM22-11AC	0
AM22-12LB	0
AM22-13	0
AM22-13AC	1
AM22-14LB	1
AM22-15LB	1
AM22-16	0
AM22-16AC	0
AM22-21LB	0
AM22-22	1
AM22-22LB	0
AM22-4	0
AM22-7AC	0
AM22-9LB	1
AM23-1	0
AM23-10LB	0
AM23-13	1
AM23-13AC	0
AM23-16LB	0
AM23-1AC	0
AM23-1LB	0
AM23-20	0
AM23-22	0
AM23-23AC	0
AM23-2LB	0
AM23-3	0
AM23-4	0
AM23-7AC	0
AM23-7LB	0
AM23-8	0
AM25-11LB	0
AM25-13AC	1
AM25-15LB	0
AM25-17	0
AM25-19	0
AM25-1LB	1
AM25-21	0
AM25-22	0
AM25-23AC	0
AM25-24	1
AM25-27	1
AM25-39	0
AM25-40	0
AM25-4LB	0
AM25-9	1
AM26-12LB	0
AM26-1LB	1
AM26-2LB	0
AM27-11	0
AM27-11LB	1
AM27-12LB	0
AM27-16	0
AM27-24LB	0
AM27-27	1
AM27-28	0
AM27-28LB	1
AM27-31LB	0
AM27-32	0
AM27-32LB	1
AM27-34	1
AM27-36LB	0
AM27-9LB	1
AM28-10	0
AM28-20LB	0
AM28-23	1
AM28-27	0
AM28-36	0
AM28-39	1
AM28-41	0
AM28-7	0
AM29-1	1
AM29-10	0
AM29-10LB	1
AM29-11	0
AM29-11AC	0
AM29-12LB	0
AM29-19LB	1
AM29-1LB	1
AM29-25AC	1
AM29-26	0
AM29-29	0
AM29-5AC	1
AM29-6AC	1
AM30-13AC	0
AM30-15AC	0
AM30-24	0
AM31-12AC	1
AM31-7AC	0
AM32-10AC	1
AM32-17LB	0
AM32-2	0
AM32-23AC	0
AM32-2AC	0
AM32-6	0
AM32-8LB	0
AM33-14	0
AM33-3	1
AM34-11AC	0
AM34-12	1
AM34-3LB	0
AM34-9AC	0
AM34-9LB	0
AM35-12	0
AM35-14	1
AM35-8	0
AM36-17	0
AM36-2AA	1
AM36-3AA	0
AM36-5	1
AM37-11	0
AM37-1AC	0
AM37-3BH	0
AM37-4AC	1
AM37-5	0
AM38-11BH	0
AM38-12	0
AM38-2BH	0
AM39-16AC	0
AM39-1BH	1
AM39-5AC	1
AM40-10AC	0
AM40-15AC	0
AM40-2AC	1
AM40-2BH	0
AM40-7BH	0
AM41-10BH	1
AM41-2AC	1
AM41-5	1
AM41-5BH	1
AM42-1	0
AM42-10AC	0
AM42-11	0
AM42-17AT	0
AM42-1AC	0
AM42-2	0
AM42-30	0
AM42-36	0
AM42-4	0
AM42-8	0
AM43-11	0
AM43-11BH	1
AM43-2	0
AM43-3BH	0
AM43-40	0
AM43-41	1
AM44-11BH	0
AM44-1AT	0
AM44-2AT	0
AM44-6	1
AM44-9AT	0
AM45-2	0
AM45-5	0
AM45-9BH	0
AM46-16	0
AM46-18	0
AM46-1BH	0
AM46-21	0
AM46-3MH	0
AM46-4BH	0
AM46-5	0
AM46-8	0
AM47-4	0
AM47-6BH	0
AM48-13	0
AM48-23BH	0
AM48-27BH	0
AM48-7	0
AM48-8	0
AM49-10BH	1
AM49-13BH	0
AM49-4BH	0
AM49-8	1
AM50-15BH	0
AM51-4	0
AM51-4BH	0
AM51-8	0
AM53-12	0
AM53-13BH	0
AM53-3	0
AM53-6	0
AM53-7BH	0
AM54-14NS	0
AM54-14XD	0
AM54-20NE	0
AM54-25XD	0
AM54-37XD	0
AM54-7NE	1
AM55-16TS-r	0
AM57-5	1
AM58-1XD	1
AM58-2	0
AM58-7XD	0
AM58-8	1
AM59-13	0
AM59-17XD-r	0
AM59-24XD	0
AM59-42XD-r	0
AM60-12MH-1A	1
AM62-08pH9A	1
AM62-3A	0
AM62-4ACA	0
AM64-3MHA	1
AM65-20ACA	0
AM65-26MHA	1
AM65-8A	1
AM67-14ACA	0
AM67-19LNA	0
AM67-22ACA	0
AM67-4LNA	0
AM67-5ACA	1
AM72-19pH9A	0
AM73-11pH9A	0
AM73-4pH9A	1
AM75-01pH9A	1
AM75-12pH10A	1
AM75-12pH9A	0
AM75-15pH9A	1
AM75-20pH9TA	0
AM75-25pH10TA	0
AM75-29pH10TA	0
AM78-01pH3A	0
AM88-09pH10A	0
AM88-24TA	0
AM90-07GAA	1
AM90-07pH9A	0
AM93-12TA	0
AM94-10pH9A	0
AM96-02DA	0
AM96-02pH10A	0
AM96-42M2TA	0
AM97-05	0
AM97-06	0
AM97-21	0
AM97-23	0
AM97-28	0
AM97-35	0
AM97-54	0
AM97-56	0
AM97-61	0
AM97-71	0
BF3HA05005	1
BF3HA18002	0
BF3HA19002B	1
BF3HA28004B	0
CF01-3NS	0
CF03-11TA	0
GCA_000018685	0
GCA_000020605	0
GCA_000144625	0
GCA_000145035	0
GCA_000146185	0
GCA_000153905	1
GCA_000154065	1
GCA_000154425	1
GCA_000155875	0
GCA_000156015	0
GCA_000156035	0
GCA_000157975	1
GCA_000158075	0
GCA_000160035	0
GCA_000160115	0
GCA_000160135	0
GCA_000160635	0
GCA_000169235	0
GCA_000173815	0
GCA_000173975	0
GCA_000174195	0
GCA_000178835	0
GCA_000185385	1
GCA_000185525	1
GCA_000185545	0
GCA_000185825	1
GCA_000191805	0
GCA_000209385	0
GCA_000209405	0
GCA_000209425	0
GCA_000209445	0
GCA_000209465	0
GCA_000209815	0
GCA_000209935	0
GCA_000209955	0
GCA_000209995	0
GCA_000210015	1
GCA_000210535	0
GCA_000210555	1
GCA_000210655	0
GCA_000210695	1
GCA_000214455	0
GCA_000218385	0
GCA_000218405	0
GCA_000218425	0
GCA_000218445	0
GCA_000218465	0
GCA_000225345	0
GCA_000225745	0
GCA_000233455	1
GCA_000234155	1
GCA_000235445	0
GCA_000238055	0
GCA_000238075	0
GCA_000242235	0
GCA_000242315	0
GCA_000257705	1
GCA_000277505	0
GCA_000287675	0
GCA_000296385	0
GCA_000332875	0
GCA_000364245	0
GCA_000371405	1
GCA_000371485	1
GCA_000371505	1
GCA_000371525	1
GCA_000371545	1
GCA_000371565	1
GCA_000371585	1
GCA_000371605	1
GCA_000371645	1
GCA_000371665	1
GCA_000371685	1
GCA_000371705	1
GCA_000371725	1
GCA_000373885	1
GCA_000403255	0
GCA_000403275	0
GCA_000403295	0
GCA_000403315	0
GCA_000403455	0
GCA_000403495	0
GCA_000411335	0
GCA_000411355	0
GCA_000420825	0
GCA_000420845	0
GCA_000420865	0
GCA_000420885	0
GCA_000420905	0
GCA_000420925	1
GCA_000420945	0
GCA_000420965	0
GCA_000420985	0
GCA_000421025	0
GCA_000421045	0
GCA_000421405	0
GCA_000423925	0
GCA_000423945	0
GCA_000423965	0
GCA_000423985	0
GCA_000424005	0
GCA_000424085	0
GCA_000424105	0
GCA_000424125	0
GCA_000424145	0
GCA_000424165	0
GCA_000424265	0
GCA_000424285	0
GCA_000424305	0
GCA_000424325	0
GCA_000424345	1
GCA_000424365	0
GCA_000424385	0
GCA_000424405	0
GCA_000424425	0
GCA_000424445	0
GCA_000424465	0
GCA_000424485	0
GCA_000424505	0
GCA_000424525	0
GCA_000424545	0
GCA_000424565	0
GCA_000424585	0
GCA_000466565	0
GCA_000469565	0
GCA_000471745	0
GCA_000471825	0
GCA_000484655	0
GCA_000512995	0
GCA_000513555	0
GCA_000524295	0
GCA_000526995	0
GCA_000621405	0
GCA_000621425	0
GCA_000621465	0
GCA_000621565	0
GCA_000621605	0
GCA_000621865	0
GCA_000621905	0
GCA_000621945	0
GCA_000621985	0
GCA_000622025	0
GCA_000622065	0
GCA_000622085	0
GCA_000622105	0
GCA_000686065	0
GCA_000686105	0
GCA_000686965	0
GCA_000687555	0
GCA_000687655	0
GCA_000687675	1
GCA_000687695	0
GCA_000687975	1
GCA_000701545	0
GCA_000701625	0
GCA_000701645	0
GCA_000701765	0
GCA_000701985	0
GCA_000702025	1
GCA_000702085	0
GCA_000702125	0
GCA_000702145	0
GCA_000702205	0
GCA_000702245	0
GCA_000702265	0
GCA_000702525	0
GCA_000702685	0
GCA_000702845	1
GCA_000702885	0
GCA_000702985	0
GCA_000703005	0
GCA_000703065	0
GCA_000703105	0
GCA_000703165	0
GCA_000732605	0
GCA_000732725	0
GCA_000733755	0
GCA_000746015	0
GCA_000765245	1
GCA_000797495	0
GCA_000875945	0
GCA_000876135	1
GCA_001028025	1
GCA_001078425	1
GCA_001078435	1
GCA_001078445	1
GCA_001185345	0
GCA_001280875	0
GCA_001282685	0
GCA_001311035	0
GCA_001311925	0
GCA_001312385	0
GCA_001312505	1
GCA_001404315	1
GCA_001404335	1
GCA_001404435	0
GCA_001404455	0
GCA_001404535	1
GCA_001404555	0
GCA_001404595	0
GCA_001404635	1
GCA_001404655	0
GCA_001404675	1
GCA_001404735	0
GCA_001404755	0
GCA_001404775	0
GCA_001404815	0
GCA_001404835	1
GCA_001404855	0
GCA_001404875	1
GCA_001404935	0
GCA_001404955	1
GCA_001405115	1
GCA_001405135	1
GCA_001405175	0
GCA_001405215	1
GCA_001405295	0
GCA_001405335	1
GCA_001405395	0
GCA_001405455	0
GCA_001405535	0
GCA_001405555	0
GCA_001405615	0
GCA_001405635	0
GCA_001405715	0
GCA_001405795	0
GCA_001405835	0
GCA_001405975	1
GCA_001406155	0
GCA_001406175	1
GCA_001406335	0
GCA_001406375	0
GCA_001406395	0
GCA_001406435	0
GCA_001406555	0
GCA_001406675	0
GCA_001406815	0
GCA_001406835	0
GCA_001406855	0
GCA_001487105	0
GCA_001487165	0
GCA_001552975	0
GCA_001561955	1
GCA_001571775	1
GCA_001688665	1
GCA_001689125	1
GCA_001717125	0
GCA_001717135	0
GCA_001722575	0
GCA_001722585	0
GCA_001722635	0
GCA_001722655	0
GCA_001754075	0
GCA_001858005	0
GCA_001881565	0
GCA_001940165	0
GCA_001940225	0
GCA_001940245	0
GCA_001940315	0
GCA_001998765	1
GCA_002007235	0
GCA_002159505	0
GCA_002159835	1
GCA_002160135	0
GCA_002160325	0
GCA_002160525	0
GCA_002160755	0
GCA_002160765	0
GCA_002160825	0
GCA_002160985	1
GCA_002161055	1
GCA_002161285	1
GCA_002161355	0
GCA_002161375	1
GCA_002161645	1
GCA_002180435	0
GCA_002221555	1
GCA_002222595	0
GCA_002234575	1
GCA_002251225	1
GCA_002270465	1
GCA_002270485	1
GCA_002735285	0
GCA_002735305	0
GCA_002735565	0
GCA_002735925	0
GCA_002797975	0
GCA_002892395	0
GCA_002904165	0
GCA_002915535	1
GCA_002999035	0
GCA_003011855	0
GCA_003024655	1
GCA_003122495	0
GCA_003175155	0
GCA_003184505	0
GCA_003201285	1
GCA_003287895	0
GCA_003315275	0
GCA_003324155	0
GCA_003363435	1
GCA_003402615	0
GCA_003574295	0
GCA_003584665	0
GCA_003584705	0
GCA_003589745	1
GCA_003609635	0
GCA_003625475	0
GCA_003625485	0
GCA_003625505	0
GCA_003752155	0
GCA_003862485	0
GCA_003865035	1
GCA_003885045	1
GCA_003945225	0
GCA_003990395	0
GCA_004123145	0
GCA_004167275	1
GCA_004167315	0
GCA_004167815	1
GCA_004210255	1
GCA_004216775	0
GCA_004299205	1
GCA_004339095	0
GCA_004340925	1
GCA_004340975	1
GCA_004342165	0
GCA_004345005	0
GCA_004345255	0
GCA_004346095	0
GCA_004346165	1
GCA_004793545	0
GCA_004793585	0
GCA_005280655	1
GCA_005519995	0
GCA_005844305	0
GCA_005844445	0
GCA_005844655	1
GCA_005844705	1
GCA_005845175	1
GCA_005845255	0
GCA_005848555	0
GCA_006148965	1
GCA_006538465	1
GCA_008122485	0
GCA_008123415	0
GCA_008416325	1
GCA_008691045	0
GCA_008935055	0
GCA_009663665	1
GCA_009680175	0
GCA_009680195	0
GCA_009680205	0
GCA_009680235	0
GCA_009680245	0
GCA_009680275	0
GCA_009680285	0
GCA_009680315	0
GCA_009680335	0
GCA_009680355	0
GCA_009680365	0
GCA_009680395	0
GCA_009680455	0
GCA_009697165	0
GCA_009707925	0
GCA_009718305	1
GCA_009718345	0
GCA_009718405	0
GCA_009718425	0
GCA_009731425	0
GCA_009759525	0
GCA_009830285	0
GCA_009875615	1
GCA_009875635	1
GCA_009875675	1
GCA_009875695	1
GCA_009875705	1
GCA_009875715	1
GCA_009875725	1
GCA_009875775	1
GCA_009875795	1
GCA_009875825	1
GCA_009876855	0
GCA_009876865	0
GCA_009876875	0
GCA_009876885	0
GCA_009876905	0
GCA_009881235	0
GCA_009881255	0
GCA_009881295	0
GCA_009881335	0
GCA_009881345	0
GCA_009881365	0
GCA_009881395	0
GCA_009881405	0
GCA_009881425	0
GCA_009881435	0
GCA_009881475	0
GCA_009881535	0
GCA_009882995	0
GCA_009883035	0
GCA_009883045	0
GCA_009883055	1
GCA_009883065	1
GCA_009883115	0
GCA_009911035	0
GCA_009911155	0
GCA_009911175	0
GCA_009911185	0
GCA_009911195	0
GCA_009911275	0
GCA_009911455	0
GCA_009911465	0
GCA_010206225	0
GCA_010206365	0
GCA_010208005	0
GCA_010669205	1
GCA_010906925	0
GCA_011317135	1
GCA_012273195	1
GCA_012843825	0
GCA_013112015	1
GCA_013112035	1
GCA_013299545	0
GCA_013299555	0
GCA_013299585	1
GCA_013299605	0
GCA_013299645	0
GCA_013299655	0
GCA_013299665	0
GCA_013299675	0
GCA_013299685	0
GCA_013299745	0
GCA_013299755	0
GCA_013299805	1
GCA_013299815	0
GCA_013299835	1
GCA_013299895	0
GCA_013299905	1
GCA_013299925	0
GCA_013299965	1
GCA_013299975	0
GCA_013299995	0
GCA_013300045	0
GCA_013300055	1
GCA_013300085	1
GCA_013300095	0
GCA_013300105	0
GCA_013300125	1
GCA_013300155	0
GCA_013300185	1
GCA_013300195	0
GCA_013300205	0
GCA_013300245	1
GCA_013300255	0
GCA_013300285	0
GCA_013300305	0
GCA_013300315	0
GCA_013300325	0
GCA_013300365	1
GCA_013300385	1
GCA_013300405	1
GCA_013300425	0
GCA_013300445	0
GCA_013300455	0
GCA_013300465	0
GCA_013300505	0
GCA_013300535	0
GCA_013300555	0
GCA_013300575	0
GCA_013300605	0
GCA_013300625	0
GCA_013300635	0
GCA_013300655	0
GCA_013300675	0
GCA_013300695	1
GCA_013300725	0
GCA_013300745	0
GCA_013300755	0
GCA_013300775	1
GCA_013300805	0
GCA_013300825	0
GCA_013300845	0
GCA_013300855	0
GCA_013300905	0
GCA_013300925	0
GCA_013300945	0
GCA_013300965	0
GCA_013300975	0
GCA_013301005	0
GCA_013301015	0
GCA_013301035	0
GCA_013301065	0
GCA_013301075	0
GCA_013301105	0
GCA_013301115	0
GCA_013301135	0
GCA_013301165	0
GCA_013301175	0
GCA_013301195	0
GCA_013301225	0
GCA_013301235	1
GCA_013301265	1
GCA_013301275	1
GCA_013301305	1
GCA_013301315	1
GCA_013301325	1
GCA_013301365	0
GCA_013301385	0
GCA_013301405	0
GCA_013301415	0
GCA_013301435	1
GCA_013301465	0
GCA_013301475	0
GCA_013301505	0
GCA_013301515	0
GCA_013301525	0
GCA_013301545	0
GCA_013301565	0
GCA_013301605	0
GCA_013301625	0
GCA_013301645	0
GCA_013301655	0
GCA_013301675	0
GCA_013301695	0
GCA_013301725	0
GCA_013301745	0
GCA_013301765	0
GCA_013301775	0
GCA_013301805	1
GCA_013301825	0
GCA_013301845	0
GCA_013301855	0
GCA_013301875	0
GCA_013301885	0
GCA_013301925	0
GCA_013301935	0
GCA_013301945	0
GCA_013301975	0
GCA_013301985	0
GCA_013302025	0
GCA_013302035	0
GCA_013302045	0
GCA_013302085	0
GCA_013302095	0
GCA_013302125	0
GCA_013302135	0
GCA_013302155	0
GCA_013302185	0
GCA_013302195	1
GCA_013302215	1
GCA_013302245	1
GCA_013302255	1
GCA_013302285	0
GCA_013302295	0
GCA_013302305	0
GCA_013302355	1
GCA_013302375	0
GCA_013302405	0
GCA_013302415	0
GCA_013302445	1
GCA_013302455	1
GCA_013302465	0
GCA_013302475	1
GCA_013302525	1
GCA_013302545	1
GCA_013302555	1
GCA_013302565	1
GCA_013302595	1
GCA_013302605	1
GCA_013302645	0
GCA_013302665	0
GCA_013302675	1
GCA_013302685	0
GCA_013302715	1
GCA_013302745	0
GCA_013302755	1
GCA_013302785	0
GCA_013302795	1
GCA_013302815	1
GCA_013302845	1
GCA_013302855	1
GCA_013303175	1
GCA_013303185	1
GCA_013303225	1
GCA_013303775	1
GCA_013303785	0
GCA_013303845	1
GCA_013303865	0
GCA_013303875	0
GCA_013303885	0
GCA_013303905	0
GCA_013303945	0
GCA_013303965	1
GCA_013303995	1
GCA_013304025	1
GCA_013304035	1
GCA_013304125	1
GCA_013304155	1
GCA_013304185	1
GCA_013304205	1
GCA_013304225	1
GCA_013304245	1
GCA_013304255	1
GCA_013304275	1
GCA_013304305	1
GCA_013304315	1
GCA_013304325	0
GCA_013304335	0
GCA_013304385	0
GCA_013304405	0
GCA_013304415	0
GCA_013304445	0
GCA_013304465	0
GCA_013304475	0
GCA_013304505	1
GCA_013304525	1
GCA_013304535	0
GCA_013304555	1
GCA_013304595	0
GCA_013304605	0
GCA_013304625	0
GCA_013304685	0
GCA_013304695	0
GCA_013304725	0
GCA_013304735	0
GCA_013304755	0
GCA_013304785	0
GCA_013304795	0
GCA_013304825	0
GCA_013304845	0
GCA_013304855	0
GCA_013304875	0
GCA_013304885	0
GCA_013304925	0
GCA_013304935	0
GCA_013304975	0
GCA_013305005	0
GCA_013305025	1
GCA_013305035	0
GCA_013305045	0
GCA_013305055	0
GCA_013305105	0
GCA_013305115	0
GCA_013305145	0
GCA_013305155	0
GCA_013305165	0
GCA_013317245	1
GCA_013317255	0
GCA_013361125	0
GCA_013371765	0
