#heatmap
!legendTitle	Butyrate pathway-2
!showLegends	1
#!defaultStrokeColor	pink
#!defaultStrokeWidth	2
!colorgradient	white,#1b7837
!colorgradientMarkLabel	0,1,2,3,4,5,6
# -- heatmap column labels --
!showHeatMapColumnLabel	1
!heatmapColumnLabels	pathway2
# -- heatmap --
!heatmap	margin=0,colwidth=20,roundedcorner=0
# -- show data value
!showdataValue	show=0,fontsize=12,fontitalic=0,textalign=start
IF01-08pH9TA	4
IMG_2524023161	5
IMG_2651869904	1
IMG_2926471356	4
LG101-27	6
OF01-1AC	4
OF01-20	6
OF03-18AA	4
OF03-24	4
OF05-1	4
OF05-3	4
OF09-10	4
OF09-33XD	6
OF09-6XD	6
OF10-22XD	6
OF11-28	4
OF12-5	6
OF13-16	5
OF13-4	4
OF14-22SRA	6
OF14-2A	6
OF27-10pH9A	4
OF27-16pH10A	6
OF40-10pH9A	4
OM02-15	5
OM02-26	4
OM02-2LB	4
OM02-3	6
OM02-31	6
OM03-18	4
OM03-7AC	4
OM04-10AA	4
OM04-10BH	4
OM04-12BH	6
OM04-15AA	4
OM04-5BH	6
OM04-7	4
OM05-3AA	4
OM05-5BH	4
OM05-6AA	4
OM05-6BH	4
OM05-8AA	4
OM05-9	6
OM05-9BH	4
OM06-25	6
OM06-34AC	6
OM07-10AC	4
OM07-13	4
OM07-9AC	4
OM08-11AC	6
OM08-12AT	4
OM08-29	6
OM13-16MHA	4
OM13-19BHA	4
OM13-25BHA	4
OM15-82A	6
PF3HA28002B	6
TF01-11	3
TF01-6	4
TF05-5AC	6
TF06-15AC	4
TF06-38A	6
TF08-15	6
TF08-3AC	3
TF09-5	6
TF10-5	4
TF10-8AT	4
TF11-13	6
TF11-13AC	4
TF11-15AC	4
TM07-19	6
TM09-10	6
TM10-1AC	4
TM10-3	4
TM11-1A	6
TM12-19A	6
TM14-13A	4
1095771.3	1
11861_6_57	1
11861_6_58	1
11861_6_59	1
1232444.3	1
1232452.3	1
1232453.3	3
12718_7_36	1
12718_7_52	4
12718_7_63	1
12718_7_79	3
12718_7_82	1
12718_7_86	1
12718_7_93	1
12718_7_94	1
13414_6_1	1
13414_6_15	1
13414_6_30	1
13414_6_31	2
13414_6_65	1
13414_6_66	1
13414_6_69	1
13470_2_56	3
13470_2_87	2
13470_2_90	2
13470_2_91	1
13470_2_93	1
14207_7_13	1
14207_7_33	1
14207_7_42	1
14207_7_43	1
1519438.3	1
1715004.3	1
18048_1_59	1
18048_1_60	1
18048_1_72	2
18048_1_83	1
18048_1_84	1
18048_1_86	1
18048_1_92	2
18048_1_94	2
18048_2_59	1
18048_2_60	1
18048_2_72	2
18048_2_83	1
18048_2_84	1
18048_2_86	1
18048_2_88	1
18048_2_92	2
18048_2_94	2
18391_1_1	1
18391_1_2	2
20287_6_15	2
20287_6_18	1
20287_6_20	2
20287_6_28	1
20287_6_32	1
20287_6_33	2
20287_6_36	1
20287_6_41	1
20287_6_43	1
20287_6_48	1
20287_6_49	1
20287_6_55	1
20287_6_56	1
20287_6_62	1
20287_6_72	1
20287_6_76	1
20287_6_77	1
20287_6_84	2
20287_6_88	1
20287_6_91	1
20298_3_34	1
20298_3_35	2
20298_3_48	2
20298_3_62	2
20298_3_65	1
20298_3_81	1
20298_3_9	2
20427_4_28	1
2067550.5	1
21673_4_12	1
21673_4_19	1
21673_4_25	1
21673_4_30	1
21673_4_31	1
21673_4_3	1
21673_4_35	3
21673_4_37	1
21673_4_38	1
21673_4_40	1
21673_4_53	1
21673_4_60	1
21673_4_81	1
21673_4_8	1
21673_4_87	2
457412.4	1
657323.3	1
8080_1_69	1
8080_1_94	1
AF04-15	1
AF04-18B	1
AF05-27	1
AF05-5	1
AF06-14	2
AF07-16	1
AF07-16B	1
AF09-21A	1
AF12-11	2
AF12-5	1
AF13-14A	2
AF13-16	2
AF13-28	1
AF13-37	1
AF14-18	4
AF14-23	2
AF14-40	1
AF14-52	2
AF14-5	2
AF14-9AC	1
AF15-17LB	3
AF17-12	1
AF17-22AC	1
AF17-8AC	1
AF17-9LB	1
AF18-22	1
AF18-27	3
AF18-31LB	1
AF18-47	1
AF18-48	1
AF19-10LB	3
AF19-13AC	2
AF19-13	2
AF19-13LB	1
AF19-16AC	1
AF19-1	1
AF19-21	3
AF19-22AC	4
AF19-29	2
AF19-34	1
AF19-4AC	2
AF19-4LB	3
AF19-9LB	4
AF20-12LB	1
AF21-14LB	1
AF21-21	1
AF21-24	1
AF21-25	2
AF21-3	1
AF21-42	1
AF22-5LB	1
AF22-9	2
AF24-10LB	2
AF24-13	4
AF24-16	3
AF24-23LB	1
AF24-32LB	1
AF24-4LB	2
AF24-7LB	1
AF25-11	2
AF25-12LB	1
AF25-13AC	1
AF25-13	2
AF25-17	3
AF25-21	1
AF25-23LB	1
AF25-28AC	2
AF25-3LB	3
AF26-2	1
AF27-11AA	3
AF27-12AA	3
AF27-2AA	1
AF27-3	3
AF27-4BH	1
AF27-8	1
AF27-9	4
AF29-16BH	1
AF29-2BH	2
AF29-4	3
AF31-13BH	2
AF31-14BH	3
AF31-16BH	1
AF31-1	4
AF31-3BH	1
AF31-8BH	1
AF32-12BH	1
AF32-2AC	3
AF32-4BH	1
AF33-11	1
AF33-11BH	1
AF33-12	1
AF33-28	1
AF34-10	1
AF34-2BH	1
AF34-4BH	1
AF35-14AC	2
AF35-21	1
AF36-15AT	1
AF36-1BH	2
AF36-7BH	2
AF37-1	1
AF37-2AT	1
AF37-6AC	2
AF37-6AT	1
AF39-4	1
AF41-18	2
AF41-9	1
AF42-21	2
AF42-3BH	2
AF42-6	1
AF42-9BH	1
AF45-13BH	2
AF45-4BH	1
AF46-10NS	2
AF51-26b1	1
AF55-34A	2
AF55-34	2
AF57-4ACA	2
AF58-1A	2
AF58-2A	2
AF58-8b12A	1
AF60-20pH9A	3
AF61-21pH10TA	1
AF64-2-b12A	1
AF66-15pH9A	1
AF76-10pH9T	1
AF84-09pH9TA	2
AF87-14TA	1
AF90S-01pH9BA	1
AF94-01pH10A	1
AF94-35M2BA	1
AF94-39M2BA	1
AF97-11M2TA	1
AF98-09	2
AF98-17	1
AF98-24	1
AF98-36	1
AF98-49	1
AF98-51	1
AF99-08	1
AF99-31	2
AF99-42	3
AFF13-24A	3
AM05-22	1
AM07-19	5
AM07-21	1
AM07-30	1
AM07-34	1
AM08-21	1
AM09-18-1	1
AM09-20-2	1
AM09-31	3
AM09-9	1
AM100_B1_2A	2
AM100_B1_30A	1
AM100_B1_31A	1
AM100_B1_35A	2
AM100_B1_35	2
AM100_B13A	1
AM100_B18A	2
AM100_B21A	1
AM100_B23A	1
AM100_B24A	1
AM100_B2A	1
AM100_B33A	3
AM100_B38A	1
AM100_BB15A	2
AM100-PB1-1D-10A	1
AM100_PB1_1D_10	1
AM100-PB1-1D-29A	2
AM100-PB-1D-34A	1
AM10-1A	1
AM10-31	1
AM10-47	2
AM11-12B	1
AM12-48	2
AM12-54	1
AM13-35	1
AM13-39	1
AM14-19	1
AM14-42	1
AM16-16B	1
AM16-34	1
AM17-51	1
AM18-15	2
AM18-2AC	1
AM18-3AC	1
AM18-44	2
AM21-13LB	3
AM21-15LB	1
AM21-18	1
AM21-41	1
AM22-11AC	2
AM22-13AC	1
AM22-13	1
AM22-14LB	1
AM22-15LB	1
AM22-16	1
AM22-22	2
AM22-22LB	1
AM22-7AC	1
AM22-9LB	1
AM23-10LB	1
AM23-13AC	1
AM23-13	2
AM23-16LB	1
AM23-1AC	1
AM23-1	1
AM23-1LB	2
AM23-2LB	3
AM23-4	1
AM23-7AC	2
AM23-8	1
AM25-11LB	1
AM25-13AC	1
AM25-15LB	1
AM25-17	1
AM25-19	1
AM25-1LB	1
AM25-21	1
AM25-22	1
AM25-24	1
AM25-39	1
AM25-40	1
AM25-4LB	1
AM25-9	4
AM26-12LB	1
AM27-11LB	1
AM27-12LB	1
AM27-16	2
AM27-24LB	1
AM27-27	1
AM27-28LB	4
AM27-32	1
AM27-32LB	0
AM27-34	1
AM27-36LB	1
AM27-9LB	1
AM28-10	1
AM28-23	2
AM28-27	1
AM28-36	1
AM28-41	2
AM28-7	1
AM29-10LB	3
AM29-11	2
AM29-12LB	2
AM29-19LB	3
AM29-1	3
AM29-1LB	3
AM29-25AC	1
AM29-26	2
AM29-29	1
AM29-5AC	3
AM30-15AC	2
AM31-12AC	3
AM32-10AC	2
AM32-17LB	2
AM32-2AC	2
AM32-2	2
AM32-6	1
AM33-14	1
AM33-3	1
AM34-12	1
AM34-9LB	1
AM35-12	2
AM35-14	5
AM35-8	2
AM36-17	1
AM36-2AA	1
AM36-5	1
AM37-11	2
AM37-3BH	2
AM37-4AC	1
AM37-5	2
AM38-11BH	1
AM38-12	1
AM38-2BH	1
AM39-16AC	3
AM39-5AC	2
AM40-10AC	2
AM40-15AC	2
AM40-2AC	3
AM40-2BH	3
AM41-10BH	1
AM41-2AC	3
AM41-5	2
AM41-5BH	2
AM42-10AC	1
AM42-11	1
AM42-2	1
AM42-4	1
AM42-8	2
AM43-11BH	2
AM43-40	2
AM43-41	2
AM44-6	3
AM44-9AT	2
AM45-2	2
AM45-9BH	2
AM46-16	2
AM46-18	2
AM46-3MH	2
AM46-5	2
AM46-8	2
AM47-4	1
AM48-27BH	2
AM48-8	2
AM49-10BH	3
AM49-13BH	2
AM49-8	3
AM50-15BH	2
AM51-4	2
AM51-4BH	2
AM54-14NS	1
AM54-20NE	1
AM54-7NE	1
AM55-16TS-r	2
AM57-5	3
AM58-2	3
AM58-7XD	2
AM58-8	1
AM60-12MH-1A	4
AM62-08pH9A	2
AM62-4ACA	1
AM64-3MHA	1
AM65-26MHA	2
AM65-8A	1
AM67-14ACA	1
AM67-22ACA	1
AM67-4LNA	1
AM67-5ACA	1
AM73-11pH9A	0
AM73-4pH9A	3
AM75-12pH9A	1
AM75-15pH9A	3
AM75-20pH9TA	1
AM75-25pH10TA	1
AM75-29pH10TA	1
AM78-01pH3A	2
AM90-07GAA	2
AM90-07pH9A	2
AM94-10pH9A	1
AM96-02DA	1
AM96-02pH10A	1
AM96-42M2TA	1
AM97-05	1
AM97-06	1
AM97-23	1
AM97-28	1
AM97-54	1
AM97-61	1
AM97-71	1
BF3HA05005	1
BF3HA18002	1
BF3HA19002B	2
CF01-3NS	2
GCA_000018685	1
GCA_000146185	2
GCA_000153905	2
GCA_000154065	1
GCA_000156035	1
GCA_000157975	3
GCA_000158075	1
GCA_000160035	2
GCA_000160135	1
GCA_000160635	1
GCA_000169235	2
GCA_000173815	1
GCA_000178835	1
GCA_000185545	1
GCA_000191805	1
GCA_000209385	1
GCA_000209405	1
GCA_000209425	1
GCA_000209445	1
GCA_000210015	3
GCA_000214455	2
GCA_000218385	3
GCA_000218425	1
GCA_000218445	1
GCA_000218465	1
GCA_000225745	2
GCA_000233455	3
GCA_000234155	4
GCA_000238055	2
GCA_000277505	2
GCA_000364245	2
GCA_000371505	3
GCA_000371525	5
GCA_000371645	4
GCA_000371665	5
GCA_000371685	4
GCA_000371705	4
GCA_000371725	5
GCA_000403295	1
GCA_000403455	2
GCA_000411335	1
GCA_000411355	1
GCA_000420885	2
GCA_000424085	1
GCA_000424105	1
GCA_000424345	1
GCA_000466565	1
GCA_000469565	1
GCA_000484655	2
GCA_000513555	1
GCA_000621945	1
GCA_000686105	1
GCA_000701645	1
GCA_000702205	1
GCA_000702885	1
GCA_000702985	1
GCA_000703105	1
GCA_000733755	1
GCA_000765245	2
GCA_000797495	1
GCA_000875945	0
GCA_001028025	4
GCA_001078425	5
GCA_001078435	3
GCA_001185345	2
GCA_001280875	1
GCA_001282685	1
GCA_001311035	3
GCA_001311925	2
GCA_001312505	1
GCA_001404335	3
GCA_001404435	2
GCA_001404455	1
GCA_001404535	1
GCA_001404555	1
GCA_001404635	1
GCA_001404735	1
GCA_001404755	2
GCA_001404775	1
GCA_001404875	1
GCA_001404935	3
GCA_001405135	1
GCA_001405215	1
GCA_001405335	3
GCA_001405395	2
GCA_001405455	2
GCA_001405555	1
GCA_001405835	1
GCA_001405975	1
GCA_001406335	1
GCA_001406555	1
GCA_001487105	2
GCA_001487165	1
GCA_001689125	2
GCA_001754075	1
GCA_002007235	1
GCA_002159505	1
GCA_002159835	3
GCA_002160135	1
GCA_002160325	1
GCA_002160525	1
GCA_002160755	1
GCA_002160765	2
GCA_002160825	1
GCA_002160985	1
GCA_002161285	1
GCA_002161355	1
GCA_002161645	1
GCA_002221555	2
GCA_002222595	1
GCA_002234575	5
GCA_002270465	2
GCA_002735925	1
GCA_002904165	1
GCA_002915535	2
GCA_002999035	1
GCA_003011855	1
GCA_003024655	1
GCA_003184505	1
GCA_003287895	1
GCA_003315275	1
