#heatmap
!legendTitle	Propionate pathway-2
!showLegends	1
#!defaultStrokeColor	pink
#!defaultStrokeWidth	2
!colorgradient	#c2a5cf,#9970ab
!colorgradientMarkLabel	1,2
# -- heatmap column labels --
!showHeatMapColumnLabel	1
!heatmapColumnLabels	pathway2
# -- heatmap --
!heatmap	margin=0,colwidth=20,roundedcorner=0
# -- show data value
!showdataValue	show=0,fontsize=12,fontitalic=0,textalign=start
AF29-8BH	2
AF31-1	2
AF31-13BH	2
AF31-14BH	2
AF31-16BH	2
AF31-17AC	2
AF31-21AC	2
AF31-3BH	2
AF31-8BH	2
AF32-12BH	2
AF32-2AC	2
AF32-4BH	2
AF32-7AC	2
AF33-11	2
AF33-11BH	2
AF33-12	2
AF33-28	2
AF34-10	2
AF34-10BH	2
AF34-13	2
AF34-16	2
AF34-2BH	2
AF34-35BH	2
AF34-4BH	2
AF35-14AC	2
AF35-15	2
AF35-21	2
AF36-10	2
AF36-10AT	2
AF36-15AT	2
AF36-18BH	2
AF36-19BH	2
AF36-1BH	2
AF36-2BH	2
AF36-4	2
AF36-5BH	2
AF36-6	2
AF36-7BH	2
AF37-1	2
AF37-2AT	2
AF37-4	2
AF37-5	2
AF37-5AT	2
AF37-6AC	2
AF37-6AT	2
AF37-7	2
AF38-1	2
AF38-24	2
AF39-14AC	2
AF39-4	2
AF41-18	2
AF41-9	2
AF42-21	2
AF42-3BH	2
AF42-6	2
AF42-8	2
AF42-9BH	2
AF43-10	2
AF45-13BH	2
AF45-14BH	2
AF45-17	2
AF45-4BH	2
AF46-10NS	2
AF46-12NS	2
AF46-9NS	2
AF50-3	2
AF50-8-r	2
AF51-11b1	2
AF51-26b1	2
AF51-3-b8A	2
AF51-6-b8A	2
AF51-7-b10A	2
AF52-12b2	2
AF53-12MH-2A	2
AF54-6pH10A	2
AF55-24LNA	2
AF55-34	2
AF55-34A	2
AF57-4ACA	2
AF58-1A	2
AF58-20A	2
AF58-2A	2
AF58-5ACA	2
AF58-8b12A	2
AF58-9ACA	2
AF60-20pH9A	2
AF61-21pH10TA	2
AF63-7pH9-A	2
AF64-2-b12A	2
AF66-15pH9A	2
AF66-18pH10TA	2
AF67-03PH9	2
AF67-21pH9TA	2
AF73-11pH9TA	2
AF75-07pH9A	2
AF75-08pH9A	2
AF76-10pH9T	2
AF81-08TA	2
AF84-09pH9TA	2
AF87-14TA	2
AF88-01pH10A	2
AF90S-01pH9BA	2
AF90S-19M2BA	2
AF91-09b3A	2
AF92-12TA	2
AF94-01pH10A	2
AF94-35M2BA	2
AF94-39M2A	2
AF94-39M2BA	2
AF96-08pH9A	2
AF96-09pH9TA	2
AF96-14M2BTA	2
AF96-34DTA	2
AF97-08DTA	2
AF97-11M2TA	2
AF98-09	2
AF98-17	2
AF98-24	2
AF98-36	2
AF98-49	2
AF98-51	2
AF99-08	2
AF99-11	2
AF99-31	2
AF99-32	2
AF99-42	2
AF99-45	2
AFF13-24A	2
AM05-22	2
AM07-19	2
AM07-21	2
AM07-30	2
AM07-34	2
AM08-21	2
AM09-18-1	2
AM09-20-2	2
AM09-31	2
AM09-9	2
AM100_B1_18_1A	2
AM100_B1_2A	2
AM100_B1_30A	2
AM100_B1_31A	2
AM100_B1_35	2
AM100_B1_35A	2
AM100_B11A	2
AM100_B13A	2
AM100_B18A	2
AM100_B19A	2
AM100_B21A	2
AM100_B23A	2
AM100_B24A	2
AM100_B2A	2
AM100_B33A	2
AM100_B38A	2
AM100_B9A	2
AM100_BB15A	2
AM100_BB17A	2
AM100_PB1_1D_10	2
AM100-PB1-1D-10A	2
AM100-PB1-1D-29A	2
AM100-PB-1D-18A	2
AM100-PB-1D-34A	2
AM10-1A	2
AM10-31	2
AM10-38	2
AM10-3A	2
AM10-47	2
AM10C-15pH9TA	2
AM11-12B	2
AM11-30B	2
AM12-48	2
AM12-54	2
AM13-35	2
AM13-39	2
AM14-16	2
AM14-19	2
AM14-42	2
AM16-11	2
AM16-16B	2
AM16-23	2
AM16-25	2
AM16-34	2
AM17-51	2
AM18-15	2
AM18-2AC	2
AM18-3AC	2
AM18-44	2
AM18-55	2
AM18-55-r	2
AM21-13LB	2
AM21-15LB	2
AM21-16	2
AM21-18	2
AM21-21	2
AM21-41	2
AM22-11AC	2
AM22-12LB	2
AM22-13	2
AM22-13AC	2
AM22-14LB	2
AM22-15LB	2
AM22-16	2
AM22-16AC	2
AM22-21LB	2
AM22-22	2
AM22-22LB	2
AM22-4	2
AM22-7AC	2
AM22-9LB	2
AM23-1	2
AM23-10LB	2
AM23-13	2
AM23-13AC	2
AM23-16LB	2
AM23-1AC	2
AM23-1LB	2
AM23-20	2
AM23-22	2
AM23-23AC	2
AM23-2LB	2
AM23-3	2
AM23-4	2
AM23-7AC	2
AM23-7LB	2
AM23-8	2
AM25-11LB	2
AM25-13AC	2
AM25-15LB	2
AM25-17	2
AM25-19	2
AM25-1LB	2
AM25-21	2
AM25-22	2
AM25-23AC	2
AM25-24	2
AM25-27	2
AM25-39	2
AM25-40	2
AM25-4LB	2
AM25-9	2
AM26-12LB	2
AM26-1LB	2
AM26-2LB	2
AM27-11	2
AM27-11LB	2
AM27-12LB	2
AM27-16	2
AM27-24LB	2
AM27-27	2
AM27-28	2
AM27-28LB	2
AM27-31LB	2
AM27-32	2
AM27-32LB	2
AM27-34	2
AM27-36LB	2
AM27-9LB	2
AM28-10	2
AM28-20LB	2
AM28-23	2
AM28-27	2
AM28-36	2
AM28-39	2
AM28-41	2
AM28-7	2
AM29-1	2
AM29-10	2
AM29-10LB	2
AM29-11	2
AM29-11AC	2
AM29-12LB	2
AM29-19LB	2
AM29-1LB	2
AM29-25AC	2
AM29-26	2
AM29-29	2
AM29-5AC	2
AM29-6AC	1
AM30-13AC	2
AM30-15AC	2
AM30-24	2
AM31-12AC	2
AM31-7AC	2
AM32-10AC	2
AM32-17LB	2
AM32-2	2
AM32-23AC	2
AM32-2AC	2
AM32-6	2
AM32-8LB	2
AM33-14	2
AM33-3	2
AM34-11AC	2
AM34-12	2
AM34-3LB	2
AM34-9AC	2
AM34-9LB	2
AM35-12	2
AM35-14	2
AM35-8	2
AM36-17	2
AM36-2AA	2
AM36-3AA	2
AM36-5	2
AM37-11	2
AM37-1AC	2
AM37-3BH	2
AM37-4AC	2
AM37-5	2
AM38-11BH	2
AM38-12	2
AM38-2BH	2
AM39-16AC	2
AM39-1BH	2
AM39-5AC	2
AM40-10AC	2
AM40-15AC	2
AM40-2AC	2
AM40-2BH	2
AM40-7BH	2
AM41-10BH	2
AM41-2AC	2
AM41-5	2
AM41-5BH	2
AM42-1	2
AM42-10AC	2
AM42-11	2
AM42-17AT	2
AM42-1AC	2
AM42-2	2
AM42-30	2
AM42-36	2
AM42-4	2
AM42-8	2
AM43-11	2
AM43-11BH	2
AM43-2	2
AM43-3BH	2
AM43-40	2
AM43-41	2
AM44-11BH	2
AM44-1AT	2
AM44-2AT	2
AM44-6	2
AM44-9AT	2
AM45-2	2
AM45-5	2
AM45-9BH	2
AM46-16	2
AM46-18	2
AM46-1BH	2
AM46-21	2
AM46-3MH	2
AM46-4BH	2
AM46-5	2
AM46-8	2
AM47-4	2
AM47-6BH	2
AM48-13	2
AM48-23BH	2
AM48-27BH	2
AM48-7	2
AM48-8	2
AM49-10BH	2
AM49-13BH	2
AM49-4BH	2
AM49-8	2
AM50-15BH	2
AM51-4	2
AM51-4BH	2
AM51-8	2
AM53-12	2
AM53-13BH	2
AM53-3	2
AM53-6	2
AM53-7BH	2
AM54-14NS	2
AM54-14XD	2
AM54-20NE	2
AM54-25XD	2
AM54-37XD	2
AM54-7NE	2
AM55-16TS-r	2
AM57-5	2
AM58-1XD	2
AM58-2	2
AM58-7XD	2
AM58-8	2
AM59-13	2
AM59-17XD-r	2
AM59-24XD	2
AM59-42XD-r	2
AM60-12MH-1A	2
AM62-08pH9A	2
AM62-3A	2
AM62-4ACA	2
AM64-3MHA	2
AM65-20ACA	2
AM65-26MHA	2
AM65-8A	2
AM67-14ACA	2
AM67-19LNA	2
AM67-22ACA	2
AM67-4LNA	2
AM67-5ACA	2
AM72-19pH9A	2
AM73-11pH9A	2
AM73-4pH9A	2
AM75-01pH9A	2
AM75-12pH10A	2
AM75-12pH9A	2
AM75-15pH9A	2
AM75-20pH9TA	2
AM75-25pH10TA	2
AM75-29pH10TA	2
AM78-01pH3A	2
AM88-09pH10A	2
AM88-24TA	2
AM90-07GAA	2
AM90-07pH9A	2
AM93-12TA	2
AM94-10pH9A	2
AM96-02DA	2
AM96-02pH10A	2
AM96-42M2TA	2
AM97-05	2
AM97-06	2
AM97-21	2
AM97-23	2
AM97-28	2
AM97-35	2
AM97-54	2
AM97-56	2
AM97-61	2
AM97-71	2
BF3HA05005	2
BF3HA18002	2
BF3HA19002B	2
BF3HA28004B	2
CF01-3NS	2
CF03-11TA	2
GCA_000018685	2
GCA_000020605	2
GCA_000144625	2
GCA_000145035	2
GCA_000146185	2
GCA_000153905	2
GCA_000154065	2
GCA_000154425	2
GCA_000155875	2
GCA_000156015	2
GCA_000156035	2
GCA_000157975	2
GCA_000158075	2
GCA_000160035	2
GCA_000160115	2
GCA_000160135	2
GCA_000160635	1
GCA_000169235	2
GCA_000173815	1
GCA_000173975	2
GCA_000174195	2
GCA_000178835	2
GCA_000185385	2
GCA_000185525	2
GCA_000185545	2
GCA_000185825	2
GCA_000191805	2
GCA_000209385	2
GCA_000209405	2
GCA_000209425	2
GCA_000209445	2
GCA_000209465	2
GCA_000209815	2
GCA_000209935	2
GCA_000209955	2
GCA_000209995	2
GCA_000210015	2
GCA_000210535	2
GCA_000210555	2
GCA_000210655	2
GCA_000210695	2
GCA_000214455	1
GCA_000218385	2
GCA_000218405	2
GCA_000218425	2
GCA_000218445	2
GCA_000218465	2
GCA_000225345	2
GCA_000225745	2
GCA_000233455	2
GCA_000234155	2
GCA_000235445	2
GCA_000238055	1
GCA_000238075	1
GCA_000242235	2
GCA_000242315	2
GCA_000257705	2
GCA_000277505	1
GCA_000287675	2
GCA_000296385	2
GCA_000332875	2
GCA_000364245	2
GCA_000371405	2
GCA_000371485	2
GCA_000371505	2
GCA_000371525	2
GCA_000371545	2
GCA_000371565	2
GCA_000371585	2
GCA_000371605	2
GCA_000371645	2
GCA_000371665	2
GCA_000371685	2
GCA_000371705	2
GCA_000371725	2
GCA_000373885	2
GCA_000403255	1
GCA_000403275	2
GCA_000403295	2
GCA_000403315	1
GCA_000403455	2
GCA_000403495	2
GCA_000411335	2
GCA_000411355	2
GCA_000420825	2
GCA_000420845	2
GCA_000420865	2
GCA_000420885	2
GCA_000420905	2
GCA_000420925	2
GCA_000420945	2
GCA_000420965	2
GCA_000420985	2
GCA_000421025	2
GCA_000421045	2
GCA_000421405	2
GCA_000423925	2
GCA_000423945	2
GCA_000423965	2
GCA_000423985	2
GCA_000424005	2
GCA_000424085	2
GCA_000424105	2
GCA_000424125	2
GCA_000424145	2
GCA_000424165	2
GCA_000424265	2
GCA_000424285	2
GCA_000424305	2
GCA_000424325	2
GCA_000424345	2
GCA_000424365	2
GCA_000424385	2
GCA_000424405	2
GCA_000424425	2
GCA_000424445	2
GCA_000424465	2
GCA_000424485	2
GCA_000424505	2
GCA_000424525	2
GCA_000424545	2
GCA_000424565	2
GCA_000424585	2
GCA_000466565	2
GCA_000469565	2
GCA_000471745	2
GCA_000471825	2
GCA_000484655	2
GCA_000512995	2
GCA_000513555	2
GCA_000524295	2
GCA_000526995	2
GCA_000621405	1
GCA_000621425	1
GCA_000621465	2
GCA_000621565	2
GCA_000621605	2
GCA_000621865	2
GCA_000621905	2
GCA_000621945	2
GCA_000621985	2
GCA_000622025	2
GCA_000622065	2
GCA_000622085	2
GCA_000622105	2
GCA_000686065	2
GCA_000686105	2
GCA_000686965	2
GCA_000687555	2
GCA_000687655	2
GCA_000687675	2
GCA_000687695	2
GCA_000687975	2
GCA_000701545	2
GCA_000701625	2
GCA_000701645	2
GCA_000701765	2
GCA_000701985	2
GCA_000702025	2
GCA_000702085	2
GCA_000702125	2
GCA_000702145	2
GCA_000702205	2
GCA_000702245	2
GCA_000702265	2
GCA_000702525	2
GCA_000702685	2
GCA_000702845	2
GCA_000702885	2
GCA_000702985	2
GCA_000703005	2
GCA_000703065	2
GCA_000703105	2
GCA_000703165	2
GCA_000732605	2
GCA_000732725	2
GCA_000733755	2
GCA_000746015	2
GCA_000765245	2
GCA_000797495	2
GCA_000875945	2
GCA_000876135	2
GCA_001028025	2
GCA_001078425	2
GCA_001078435	2
GCA_001078445	2
GCA_001185345	2
GCA_001280875	2
GCA_001282685	2
GCA_001311035	2
GCA_001311925	2
GCA_001312385	2
GCA_001312505	2
GCA_001404315	2
GCA_001404335	2
GCA_001404435	2
GCA_001404455	2
GCA_001404535	2
GCA_001404555	2
GCA_001404595	2
GCA_001404635	2
GCA_001404655	2
GCA_001404675	2
GCA_001404735	2
GCA_001404755	2
GCA_001404775	2
GCA_001404815	2
GCA_001404835	2
GCA_001404855	2
GCA_001404875	2
GCA_001404935	2
GCA_001404955	2
GCA_001405115	2
GCA_001405135	2
GCA_001405175	2
GCA_001405215	2
GCA_001405295	2
GCA_001405335	2
GCA_001405395	2
GCA_001405455	2
GCA_001405535	2
GCA_001405555	2
GCA_001405615	2
GCA_001405635	2
GCA_001405715	2
GCA_001405795	2
GCA_001405835	2
GCA_001405975	2
GCA_001406155	2
GCA_001406175	2
GCA_001406335	2
GCA_001406375	2
GCA_001406395	2
GCA_001406435	2
GCA_001406555	2
GCA_001406675	2
GCA_001406815	2
GCA_001406835	2
GCA_001406855	2
GCA_001487105	2
GCA_001487165	2
GCA_001552975	2
GCA_001561955	2
GCA_001571775	2
GCA_001688665	2
GCA_001689125	2
GCA_001717125	2
GCA_001717135	2
GCA_001722575	2
GCA_001722585	2
GCA_001722635	2
GCA_001722655	2
GCA_001754075	2
GCA_001858005	2
GCA_001881565	2
GCA_001940165	2
GCA_001940225	2
GCA_001940245	2
GCA_001940315	2
GCA_001998765	2
GCA_002007235	2
GCA_002159505	2
GCA_002159835	2
GCA_002160135	2
GCA_002160325	2
GCA_002160525	2
GCA_002160755	2
GCA_002160765	1
GCA_002160825	2
GCA_002160985	2
GCA_002161055	2
GCA_002161285	2
GCA_002161355	2
GCA_002161375	2
GCA_002161645	2
GCA_002180435	2
GCA_002221555	2
GCA_002222595	2
GCA_002234575	2
GCA_002251225	2
GCA_002270465	2
GCA_002270485	2
GCA_002735285	2
GCA_002735305	2
GCA_002735565	2
GCA_002735925	2
GCA_002797975	2
GCA_002892395	1
GCA_002904165	2
GCA_002915535	2
GCA_002999035	2
GCA_003011855	2
GCA_003024655	2
GCA_003122495	2
GCA_003175155	2
GCA_003184505	2
GCA_003201285	2
GCA_003287895	2
GCA_003315275	2
GCA_003324155	2
GCA_003363435	2
GCA_003402615	2
GCA_003574295	2
GCA_003584665	2
GCA_003584705	2
GCA_003589745	2
GCA_003609635	2
GCA_003625475	2
GCA_003625485	2
GCA_003625505	2
GCA_003752155	2
GCA_003862485	2
GCA_003865035	1
GCA_003885045	2
GCA_003945225	2
GCA_003990395	2
GCA_004123145	2
GCA_004167275	2
GCA_004167315	2
GCA_004167815	2
GCA_004210255	2
GCA_004216775	2
GCA_004299205	2
GCA_004339095	2
GCA_004340925	2
GCA_004340975	2
GCA_004342165	2
GCA_004345005	2
GCA_004345255	2
GCA_004346095	2
GCA_004346165	2
GCA_004793545	1
GCA_004793585	1
GCA_005280655	2
GCA_005519995	2
GCA_005844305	2
GCA_005844445	2
GCA_005844655	2
GCA_005844705	2
GCA_005845175	2
GCA_005845255	2
GCA_005848555	2
GCA_006148965	2
GCA_006538465	2
GCA_008122485	2
GCA_008123415	2
GCA_008416325	2
GCA_008691045	2
GCA_008935055	2
GCA_009663665	2
GCA_009680175	2
GCA_009680195	2
GCA_009680205	2
GCA_009680235	2
GCA_009680245	2
GCA_009680275	2
GCA_009680285	2
GCA_009680315	2
GCA_009680335	2
GCA_009680355	2
GCA_009680365	2
GCA_009680395	2
GCA_009680455	2
GCA_009697165	2
GCA_009707925	2
GCA_009718305	2
GCA_009718345	2
GCA_009718405	2
GCA_009718425	2
GCA_009731425	2
GCA_009759525	2
GCA_009830285	2
GCA_009875615	2
GCA_009875635	2
GCA_009875675	2
GCA_009875695	2
GCA_009875705	2
GCA_009875715	2
GCA_009875725	2
GCA_009875775	2
GCA_009875795	2
GCA_009875825	2
GCA_009876855	2
GCA_009876865	2
GCA_009876875	2
GCA_009876885	2
GCA_009876905	2
GCA_009881235	2
GCA_009881255	2
GCA_009881295	2
GCA_009881335	2
GCA_009881345	2
GCA_009881365	2
GCA_009881395	2
GCA_009881405	2
GCA_009881425	2
GCA_009881435	2
GCA_009881475	2
GCA_009881535	2
GCA_009882995	2
GCA_009883035	2
GCA_009883045	2
GCA_009883055	2
GCA_009883065	2
GCA_009883115	2
GCA_009911035	2
GCA_009911155	2
GCA_009911175	2
GCA_009911185	2
GCA_009911195	2
GCA_009911275	2
GCA_009911455	1
GCA_009911465	1
GCA_010206225	2
GCA_010206365	2
GCA_010208005	2
GCA_010669205	2
GCA_010906925	2
GCA_011317135	2
GCA_012273195	2
GCA_012843825	2
GCA_013112015	2
GCA_013112035	2
GCA_013299545	2
GCA_013299555	2
GCA_013299585	2
GCA_013299605	2
GCA_013299645	2
GCA_013299655	2
GCA_013299665	2
GCA_013299675	2
GCA_013299685	2
GCA_013299745	2
GCA_013299755	2
GCA_013299805	2
GCA_013299815	2
GCA_013299835	2
GCA_013299895	2
GCA_013299905	2
GCA_013299925	2
GCA_013299965	2
GCA_013299975	2
GCA_013299995	2
GCA_013300045	2
GCA_013300055	2
GCA_013300085	2
GCA_013300095	2
GCA_013300105	2
GCA_013300125	2
GCA_013300155	2
GCA_013300185	2
GCA_013300195	2
GCA_013300205	2
GCA_013300245	2
GCA_013300255	2
GCA_013300285	2
GCA_013300305	2
GCA_013300315	2
GCA_013300325	2
GCA_013300365	2
GCA_013300385	2
GCA_013300405	2
GCA_013300425	2
GCA_013300445	2
GCA_013300455	2
GCA_013300465	2
GCA_013300505	2
GCA_013300535	2
GCA_013300555	2
GCA_013300575	2
GCA_013300605	2
GCA_013300625	2
GCA_013300635	2
GCA_013300655	2
GCA_013300675	2
GCA_013300695	2
GCA_013300725	2
GCA_013300745	2
GCA_013300755	2
GCA_013300775	2
GCA_013300805	2
GCA_013300825	2
GCA_013300845	2
GCA_013300855	2
GCA_013300905	2
GCA_013300925	2
GCA_013300945	2
GCA_013300965	2
GCA_013300975	2
GCA_013301005	2
GCA_013301015	2
GCA_013301035	2
GCA_013301065	2
GCA_013301075	2
GCA_013301105	2
GCA_013301115	2
GCA_013301135	2
GCA_013301165	2
GCA_013301175	2
GCA_013301195	2
GCA_013301225	2
GCA_013301235	2
GCA_013301265	2
GCA_013301275	2
GCA_013301305	2
GCA_013301315	2
GCA_013301325	2
GCA_013301365	2
GCA_013301385	2
GCA_013301405	2
GCA_013301415	2
GCA_013301435	2
GCA_013301465	2
GCA_013301475	2
GCA_013301505	2
GCA_013301515	2
GCA_013301525	2
GCA_013301545	2
GCA_013301565	2
GCA_013301605	2
GCA_013301625	2
GCA_013301645	2
GCA_013301655	2
GCA_013301675	2
GCA_013301695	2
GCA_013301725	2
GCA_013301745	2
GCA_013301765	2
GCA_013301775	2
GCA_013301805	2
GCA_013301825	2
GCA_013301845	2
GCA_013301855	2
GCA_013301875	2
GCA_013301885	2
GCA_013301925	2
GCA_013301935	2
GCA_013301945	2
GCA_013301975	2
GCA_013301985	2
GCA_013302025	2
GCA_013302035	2
GCA_013302045	2
GCA_013302085	2
GCA_013302095	2
GCA_013302125	2
GCA_013302135	2
GCA_013302155	2
GCA_013302185	2
GCA_013302195	2
GCA_013302215	2
GCA_013302245	2
GCA_013302255	2
GCA_013302285	2
GCA_013302295	2
GCA_013302305	2
GCA_013302355	2
GCA_013302375	2
GCA_013302405	2
GCA_013302415	2
GCA_013302445	2
GCA_013302455	2
GCA_013302465	2
GCA_013302475	2
GCA_013302525	2
GCA_013302545	2
GCA_013302555	2
GCA_013302565	2
GCA_013302595	2
GCA_013302605	2
GCA_013302645	2
GCA_013302665	2
GCA_013302675	2
GCA_013302685	2
GCA_013302715	2
GCA_013302745	2
GCA_013302755	2
GCA_013302785	2
GCA_013302795	2
GCA_013302815	2
GCA_013302845	2
GCA_013302855	2
GCA_013303175	2
GCA_013303185	2
GCA_013303225	2
GCA_013303775	2
GCA_013303785	2
GCA_013303845	2
GCA_013303865	2
GCA_013303875	2
GCA_013303885	2
GCA_013303905	2
GCA_013303945	2
GCA_013303965	2
GCA_013303995	2
GCA_013304025	2
GCA_013304035	2
GCA_013304125	2
GCA_013304155	2
GCA_013304185	2
GCA_013304205	2
GCA_013304225	2
GCA_013304245	2
GCA_013304255	2
GCA_013304275	2
GCA_013304305	2
GCA_013304315	2
GCA_013304325	2
GCA_013304335	2
GCA_013304385	2
GCA_013304405	2
GCA_013304415	2
GCA_013304445	2
GCA_013304465	2
GCA_013304475	2
GCA_013304505	2
GCA_013304525	2
GCA_013304535	2
GCA_013304555	2
GCA_013304595	2
GCA_013304605	2
GCA_013304625	2
GCA_013304685	2
GCA_013304695	2
GCA_013304725	2
GCA_013304735	2
GCA_013304755	2
GCA_013304785	2
GCA_013304795	2
GCA_013304825	2
GCA_013304845	2
GCA_013304855	2
GCA_013304875	2
GCA_013304885	2
GCA_013304925	2
GCA_013304935	2
GCA_013304975	2
GCA_013305005	2
GCA_013305025	2
GCA_013305035	2
GCA_013305045	2
GCA_013305055	2
GCA_013305105	2
GCA_013305115	2
GCA_013305145	2
GCA_013305155	2
GCA_013305165	2
GCA_013317245	2
GCA_013317255	2
GCA_013361125	2
